group,dimension,category,record_count
대화체,상황,사무직에게 프로그램 사용 여부를 묻는 상황,4
대화체,상황,고객명을 찾는 상황,4
대화체,상황,회사 직원들에게 커피를 나누어주는 상황,4
대화체,상황,사무원에게 회사 전화 멘트를 알려주는 상황,4
대화체,상황,해당 직원이 없어서 전화를 돌리는 상황,4
대화체,상황,지점장으로 임명하는 상황,4
대화체,상황,저조한 매출의 대책을 찾는 상황,4
대화체,상황,승진한 직원을 축하하는 상황,4
대화체,상황,거래처 관련 특이사항은 없는지 확인하는 상황,4
대화체,상황,거래처 사장님과 선약을 잡는 상황,4
대화체,상황,외근 나가는 영업사원과 대화하는 상황,4
대화체,상황,영업팀 사원들에게 퇴근 후 시간을 물어보는 상황,4
대화체,상황,보험영업사원이 신제품을 확인하는 상황,4
대화체,상황,영업 목표치를 확인하는 영업사원의 상황,4
대화체,상황,영업 신입사원에게 면허 여부를 물어보는 상황,4
대화체,상황,영업사원들끼리 대화하는 상황,4
대화체,상황,목표치 달성 부족으로 상사에게 혼나는 보험 영업사원 상황,4
대화체,상황,보험을 판매하는 영업사원 상황,4
대화체,상황,아침 영업 회의를 준비하는 상황,4
대화체,상황,거래처 미팅 시간을 확인하는 상황,4
대화체,상황,거래처 미팅 시간을 변경하는 상황,4
대화체,상황,부동산 계약을 하고 변호사에게 법률을 묻는 상황,4
대화체,상황,임금 체불 건 때문에 고민하는 상황,4
대화체,상황,불경기 때문에 임금 체불을 하게 된 상황,4
대화체,상황,퇴직금을 받을 수 있는지 확인하는 상황,4
대화체,상황,카카오톡로 계약을 한 상황,4
대화체,상황,계약방법에 대해 궁금해하는 상황,4
대화체,상황,구두계약을 했으나 상대방이 인정하지 않는 상황,4
대화체,상황,구두계약에 관해 궁금해 하는 상황,4
대화체,상황,계약서를 쓰는 이유에 대해 궁금해하는 상황,4
대화체,상황,상대방이 계약서 검토할 시간을 주지 않는 상황,4
대화체,상황,기업에서 근로계약서를 주지 않는 상황,4
대화체,상황,전세계약 계약기간이 만료된 상황,4
대화체,상황,윈도가 망가진 상황,4
대화체,상황,컴퓨터 화면이 반만 나오는 상황,4
대화체,상황,모니터가 깨져서 수리를 문의하는 상황,4
대화체,상황,키보드 무상 수리 가능여부를 묻는 상황,4
대화체,상황,키보드에 물이 들어가서 고장난 상황,4
대화체,상황,CPU 고장이 의심되는 상황,4
대화체,상황,CPU가 부러진 상황,4
대화체,상황,컴퓨터 부팅이 안 되는 상황,4
대화체,상황,컴퓨터 소리가 안 나오는 상황,4
대화체,상황,메인보드가 고장난 상황,4
대화체,상황,메인보드에 스크래치가 난 상황,4
대화체,상황,컴퓨터 파워 고장이 의심되는 상황,4
대화체,상황,갑자기 컴퓨터 쿨러가 안 돌아가는 상황,4
대화체,상황,노트북에 기능을 추가하고 싶은 상황,4
대화체,상황,노트북 수리를 보냈으나 시간이 오래 걸리는 상황,4
대화체,상황,휴대폰이 고장난 상황,4
대화체,상황,다른 부서에서 재무회계업무를 하게 된 상황,4
대화체,상황,재무결산자료를 확인하고 싶은 상황,4
대화체,상황,표준재무제표 증명을 떼려고 하는 상황,4
대화체,상황,소기업의 재무제표를 보고 싶은 상황,4
대화체,상황,재무제표의 유동자산을 보고 싶은 상황,4
대화체,상황,사업체 재무제표에 채무가 표시되는지 궁금한 상황,4
대화체,상황,비상장기업의 재무제표를 보고 싶은 상황,4
대화체,상황,재무제표 만으로 WACC와 ROIC를 구하고 싶은 상황,4
대화체,상황,건설회사 재무제표를 검토하는 상황,4
대화체,상황,숙소 결제를 취소하려고 하는데 환불불가인 상황,4
대화체,상황,상품 결제하고 취소했는데 돈이 안 들어오는 상황,4
대화체,상황,상품을 취소하고 싶은데 방법을 모르는 상황,4
대화체,상황,상품 반품을 하고 싶은 상황,4
대화체,상황,상품을 주문할 때 궁금한 게 있어서 문의한 상황,4
대화체,상황,상품 불량이 온 경우,4
대화체,상황,다른 제품으로 교환하고 싶은 경우,4
대화체,상황,주문했는데 다른 상품이 온 경우,4
대화체,상황,해외 배송 가능 여부가 궁금한 상황,4
대화체,상황,배송지를 변경하고 싶은 상황,4
대화체,상황,주문이 자동으로 취소된 상황,4
대화체,상황,상품이 일부만 도착한 상황,4
대화체,상황,상품을 반품하고 싶으나 상품이 훼손된 상황,4
대화체,상황,제2국 송장의 원산지증명서가 유효한지 궁금한 경우,1
대화체,상황,제3국 송장의 원산지증명서가 유효한지 궁금한 경우,3
대화체,상황,선적배송의 세금부과 여부가 궁금한 상황,4
대화체,상황,선적배송으로 시계를 보내려는 상황,4
대화체,상황,선적배송으로 60CAD 이상의 시계를 보내려는 상황,1
대화체,상황,선적배송으로 61CAD 이상의 시계를 보내려는 상황,1
대화체,상황,선적배송으로 62CAD 이상의 시계를 보내려는 상황,1
대화체,상황,선적배송으로 63CAD 이상의 시계를 보내려는 상황,1
대화체,상황,미국 선적배송 때문에 걱정스러운 상황,4
대화체,상황,중국에서 오는 선적배송 상태가 궁금한 상황,4
대화체,상황,미국에서 피규어를 주문했는데 과세여부가 궁금한 상황,4
대화체,상황,신용장을 개설하고 싶은 상황,4
대화체,상황,신용장 해지를 하고 싶은 상황,4
대화체,상황,"4년 휴업한 후, 신용장을 개설하는 상황",4
대화체,상황,수입 신용장을 개설하고 싶은 상황,4
대화체,상황,신용장 발행 필요성이 궁금한 상황,4
대화체,상황,면접에서 자기소개하는 상황,4
대화체,상황,면접에서 도전정신에 대한 질문을 받게 된 상황,4
대화체,상황,면접에서 전문성 질문을 받게 된 상황,4
대화체,상황,면접에서 경험에 대한 질문을 받게 된 상황,4
대화체,상황,면접에서 지원하게 된 계기를 질문받게 된 상황,4
대화체,상황,면접에서 향후 계획을 질문받게 된 상황,4
대화체,상황,본인의 약점에 대한 질문을 받게 된 상황,4
대화체,상황,회사 취업 지원 이유를 질문받게 된 상황,4
대화체,상황,전공이 다른 지원자에게 지원 이유를 묻는 상황,4
대화체,상황,회사의 직무 차이를 묻는 상황,4
대화체,상황,유학 경험을 묻는 상황,4
대화체,상황,어학자격증이 없는 이유를 묻는 상황,4
대화체,상황,면접이 다 끝나고 궁금한 사항을 묻는 상황,4
대화체,상황,면접이 다 끝나고 4대보험 가입 여부를 묻는 상황,1
대화체,상황,면접이 다 끝나고 5대보험 가입 여부를 묻는 상황,1
대화체,상황,면접이 다 끝나고 6대보험 가입 여부를 묻는 상황,1
대화체,상황,면접이 다 끝나고 7대보험 가입 여부를 묻는 상황,1
대화체,상황,대학교 면접 보는데 기억에 남는 것을 묻는 상황,4
대화체,상황,지원한 이유를 질문 받은 상황,4
대화체,상황,주민등록증의 주소를 변경하고 싶은 상황,4
대화체,상황,보육료 및 유아학비 지원을 하고 싶은 상황,4
대화체,상황,건축물 철거 신고를 하려는 상황,4
대화체,상황,운전면허를 재발급 받으려고 하는 상황,4
대화체,상황,임대사업자 등록을 하려고 하는 상황,4
대화체,상황,주민등록증을 발급하는 상황,4
대화체,상황,혼인 신고를 하고 싶은 상황,4
대화체,상황,출생 신고를 하고 싶은 상황,4
대화체,상황,이혼 신고서를 제출하고 싶은 상황,4
대화체,상황,주민센터에서 전입신고를 하려고 하는 상황,4
대화체,상황,인감 최초등록을 하려는 상황,4
대화체,상황,"초, 중, 고 성적 증명서를 발급하려고 하는 상황",4
대화체,상황,부하가 상사에게 파일 위치를 묻는 상황,4
대화체,상황,부하와 상사의 말이 다른 상황,4
대화체,상황,보고서 작성 여부를 묻는 상사의 상황,4
대화체,상황,기획안을 배부하면서 재확인하는 부하의 상황,4
대화체,상황,회사 컴퓨터 로그인이 안 되는 부하의 상황,4
대화체,상황,상사에게 감사 인사하는 부하의 상황,4
대화체,상황,기획서 추가 작성을 부탁하는 상황,4
대화체,상황,지각한 부하와 꾸중하는 상사의 상황,4
대화체,상황,보고서 퇴짜를 맞은 상황,4
대화체,상황,계약 건이 통과가 된 상황,4
대화체,상황,친구가 시킨 메뉴를 먹어봐도 되는지 묻는 상황,4
대화체,상황,여행간 지역의 유명 맛집을 찾은 상황,8
대화체,상황,혼자 앉은 자리에 다른 손님의 합석을 부탁하는 상황,4
대화체,상황,친구끼리 식사 전 사진찍는 문제로 갈등이 생기는 상황,4
대화체,상황,카메라를 분실했다고 착각한 상황,4
대화체,상황,여행 중에 전통시장을 발견한 상황,4
대화체,상황,단체여행중 배우자를 독촉하는 상황,4
대화체,상황,유럽여행중 일행과 풍경을 보며 대화하는 상황,4
대화체,상황,공항에서 출국수속,4
대화체,상황,공항에서 직원에게 주의를 받는 상황,4
대화체,상황,여행 가이드와의 대화,12
대화체,상황,여행중 일행과의 대화,44
대화체,상황,호텔에서 예약 내역을 찾을 수 없는 상황,4
대화체,상황,숙소 예약 문의,8
대화체,상황,친구와 여행 전 항공권 예매 문제로 의견차를 보이는 상황,4
대화체,상황,여행중 핸드폰이 고장난 상황,4
대화체,상황,비행기에 탑승했는데 탑승구에 소지품을 두고 온 상황,4
대화체,상황,관광지에서 택시 기사와의 대화,4
대화체,상황,현지인에게 여행지 교통수단 문의,4
대화체,상황,가이드에게 종교 행사 참여 문의,4
대화체,상황,호텔 로비에 시설 문의,4
대화체,상황,비행기에서 기내식을 고르는 상황,4
대화체,상황,외국인 친구들에게 한복 체험을 시켜주러 온 상황,4
대화체,상황,행인에게 길을 묻는 상황,4
대화체,상황,호텔 시설 문의,4
대화체,상황,여행중 만난 사람과 대화,4
대화체,상황,식당에서 연예인을 본 상황,8
대화체,상황,말타기 체험 문의,4
대화체,상황,산악동호회에서 등산하는 상황,4
대화체,상황,친구와 산의 정상에 오른 상황,4
대화체,상황,카페에서 음료를 쏟은 상황,4
대화체,상황,김밥을 포장 주문하는 상황,4
대화체,상황,축제의 인파에 지친 상황,4
대화체,상황,기념품 가게에서 선물을 고민하는 상황,4
대화체,상황,카지노에서 친구와 통화를 하는 상황,4
대화체,상황,친구와 바다에서 일출을 기다리는 상황,4
대화체,상황,미술관으로 들어가며 일행과 대화,4
대화체,상황,뮤지컬 공연 관람 후 일행과의 대화,4
대화체,상황,잠을 자다가 기차역을 지나친 상황,4
대화체,상황,모녀가 엄마의 고향으로 여행을 간 상황,4
대화체,상황,카페에서 일행과 대화하는 상황,4
대화체,상황,여행지에서 깜짝 생일 파티를 준비하는 상황,4
대화체,상황,여행지에서 알레르기가 발생한 상황,4
대화체,상황,숙소에서 구비 물품 문의,4
대화체,상황,이동하는 관광버스에서 배가 아픈 상황,4
대화체,상황,여행지에서 길을 잃었을 때 일행과의 대화,4
대화체,상황,여행지에서 우연히 지인을 만난 상황,4
대화체,상황,"직장에서의 일상 대화(상사, 동료, 부하간의 대화)",64
대화체,상황,직원의 출근 상황이 나빠서 인사팀에서 나무라는 상황,4
대화체,상황,직원 출근 상황이 개선되어 인사팀에서 칭찬하는 상황,4
대화체,상황,직원들의 불만을 인사팀이 개선시키려는 상황,4
대화체,상황,인사팀에서 신입사원들을 교육하려는 상황,4
대화체,상황,인사팀에서 이직률이 높아진 이유를 찾으려는 상황,4
대화체,상황,인사팀끼리 한 부서의 상황에 대해 얘기하는 상황,4
대화체,상황,인사팀에서 올해 퇴직하는 인원을 체크하는 상황,4
대화체,상황,인사팀에서 한 직원을 승급시키려는 상황,4
대화체,상황,마케팅부에서 소비자 제품 문제 제기를 해결하려는 상황,4
대화체,상황,마케팅부가 더 나은 상품 제작을 위해 회의하는 상황,4
대화체,상황,홍보를 어떻게 해야할지 얘기하는 상황,12
대화체,상황,상품 구매량이 낮아진 이유를 해결하려는 상황,4
대화체,상황,자회사 상품의 문제를 해결하려는 상황,4
대화체,상황,자회사 상품의 판매량을 해결하려는 상황,4
대화체,상황,제품 홍보가 안 된 이유를 얘기하는 상황,4
대화체,상황,고객을 유치할 방법에 대해 얘기하는 상황,4
대화체,상황,맡은 상품의 판매량을 유지하기 위해 논의하려는 상황,4
대화체,상황,상품의 판매량이 떨어진 이유에 대해 얘기하는 상황,4
대화체,상황,매입계산서가 제대로 발행됐는지 확인하는 상황(사무),4
대화체,상황,사수가 부사수에게 수출입목록 정리를 지시하는 상황,4
대화체,상황,거래처에 전화했는지 확인하는 상황,4
대화체,상황,명세서가 누락되어 확인전화하는 상황,4
대화체,상황,엑셀 작성 중 대리님에게 궁금한 것을 묻는 상황,4
대화체,상황,거래처에서 단가인상 공문이 내려와 확인하려는 상황,4
대화체,상황,상사가 아래직원에게 문서수정을 맡겨놓은 상황,4
대화체,상황,상사가 아래직원에게 문서를 작성하라는 상황,4
대화체,상황,거래처에 보낼 문서를 신입에게 시키려는 상황,4
대화체,상황,잘못된 문서 작업으로 인해 상사가 직원을 혼내는 상황,4
대화체,상황,상사가 시킨 작업을 이메일로 보내려는 상황,4
대화체,상황,회사 경영에 손실없도록 방법을 제시하는 상황,4
대화체,상황,부장이 직원에게 일을 시키는 상황,4
대화체,상황,협력 회사와의 합의가 완료된 결과를 전달하는 상황,4
대화체,상황,폐점이유를 기반으로 영업전략을 수립하는 상황,4
대화체,상황,매출 분석,4
대화체,상황,매출 올릴 방법을 논의하는 상황,4
대화체,상황,매출이 낮은 이유에 대해 이야기하는 상황,4
대화체,상황,새 거래처 발굴을 위한 준비를 하는 상황,4
대화체,상황,보험 계약 성사에 대해 대화,4
대화체,상황,새 거래처 확보 완료에 대해 대화,4
대화체,상황,거래처 일정 관리,4
대화체,상황,거래했던 제품에 이상이 생겨 손해배상을 청구하려는 상황,4
대화체,상황,본사 영업팀에서 가맹점 관리하러 온 상황,4
대화체,상황,손해배상 결과에 대해 대화,4
대화체,상황,계약 진행 성사,4
대화체,상황,계약서 사항에 관해 계약취소 얘기가 오가는 상황,4
대화체,상황,계약서를 쓰지 않고 진행한 공사에 대해 대화,4
대화체,상황,계약서 일부내용이 이해가지 않아 물어보는 상황,4
대화체,상황,직장 내 괴롭힘으로 인해 신고하려는 상황,4
대화체,상황,직장 내 괴롭힘으로 인해 신고를 권유하는 상황,4
대화체,상황,계약 진행 전 준비,4
대화체,상황,임금 체불과 관련해 신고하려는 상황,4
대화체,상황,보안 문제 작업 때문에 야근해야하는 상황,4
대화체,상황,데이터베이스 정리 파일을 깜빡하고 안 준 상황,4
대화체,상황,빅데이터 분석 자료를 보내려는 상황,4
대화체,상황,디도스에 걸린 사이트를 풀려는 상황,4
대화체,상황,소프트웨어 개발을 위해 시장조사를 하는 상황,4
대화체,상황,소프트웨어 개발을 위해 회의하는 상황,4
대화체,상황,홈페이지 재단장 하려는 상황,4
대화체,상황,통신 불량으로 인해 긴급 작업을 하려는 상황,4
대화체,상황,사이버수사대에서 수사하는 상황,4
대화체,상황,컴퓨터 바이러스 대책을 논의하는 상황,4
대화체,상황,컴퓨터 문제에 대해 얘기하는 상황,4
대화체,상황,상품에 문제가 있어 고객센터에 전화하여 교환하려는 상황,8
대화체,상황,상품에 문제가 있어 고객센터에 전화하여 환불하려는 상황,4
대화체,상황,상품이 덜 와서 고객센터에 전화한 상황,4
대화체,상황,제품 이용 후 문제가 생겨 고객센터에 따지는 상황,4
대화체,상황,치약이 환불이 되는지 고객센터에 문의한 상황,4
대화체,상황,단순변심으로 고객센터에 전화해 반품하려는 상황,4
대화체,상황,은행계좌개설이 안 돼서 고객센터에 문의하는 상황,4
대화체,상황,개인정보가 일치하지 않아 고객센터에 문의한 상황,4
대화체,상황,이체 한도를 바꾸려고 고객센터에 전화한 상황,4
대화체,상황,핸드폰 요금이 추가로 나가서 고객센터에 문의한 상황,4
대화체,상황,신용카드 자동이체 계좌 변경과 관련된 고객상담,4
대화체,상황,국가장학금에 대해 고객센터에 문의하는 상황,4
대화체,상황,요금제변경을 위해 고객센터에 문의한 상황,4
대화체,상황,이어폰 재구매에 관련해 고객센터에 문의한 상황,4
대화체,상황,핸드폰 정지와 관련해 고객센터에 문의하는 상황,4
대화체,상황,월급을 덜 받아서 노동청에 전화해 신고하는 상황,4
대화체,상황,택배가 잘못 와서 고객센터에 전화한 상황,4
대화체,상황,거래사항을 정리해서 보고하라는 상황,4
대화체,상황,재무제표에 관해 대화,4
대화체,상황,소득신고서와 결산보고서를 아직 완성 못한 상황,4
대화체,상황,제무제표에 이상이 있는 상황,4
대화체,상황,재무회계를 할 때 주의할 사항을 알려주는 상황,4
대화체,상황,상대 회사의 잘못으로 상대회사에게 벌금까지 내라고 하는 상황,4
대화체,상황,상대 회사와 가격 조율을 성공적으로 마친 상황,4
대화체,상황,구매확인서를 발급받으려는 상황,4
대화체,상황,신입에게 신용장 결제를 하러 가라고 시키는 상황,4
대화체,상황,상대 기업에서 지시한대로 계약서 작성 중인 상황,4
대화체,상황,생산팀과 생산 일정을 조율한 상황,4
대화체,상황,물류팀과 언제 물건을 출고할지 정한 상황,4
대화체,상황,보이스피싱으로 한 무역회사가 무역사기를 당한 상황,4
대화체,상황,취직 면접 중 면접관이 연봉 받고 싶은 액수를 묻는 상황,4
대화체,상황,면접관이 주량을 묻는 상황,4
대화체,상황,이력서 사항에 대해 면접관이 물어보는 상황,4
대화체,상황,스펙이 비교적 안 좋은 사람에게 물어보는 상황,4
대화체,상황,인근 거주자 선발에 대해 말하는 상황,4
대화체,상황,면접에 합격해서 면접관이 내일까지 전화달라는 상황,4
대화체,상황,마지막으로 질문이 있는지 면접관이 묻는 상황,4
대화체,상황,회사와 무관한 전공인데 회사에 지원하게 된 이유를 묻는 상황,4
대화체,상황,영어와 중국어를 하는지 묻는 상황,4
대화체,상황,영어로 된 계약서를 볼 수 있는지 묻는 상황,4
대화체,상황,회사에 지원한 이유를 묻는 상황,4
대화체,상황,자기소개와 지원동기를 시키는 상황,4
대화체,상황,면접을 보고 바로 취직이 된 상황,4
대화체,상황,경력이 없어서 면접관이 눈치 주는 상황,4
대화체,상황,면접 중 부모님이 뭐하시는지 묻는 상황,4
대화체,상황,야근을 빈번히 해도 괜찮은지 물어보는 상황,4
대화체,상황,면접 중 화장품 설명을 시범 삼아 해보라는 상황,4
대화체,상황,직업상담사가 가져야 할 생각을 묻는 상황,4
대화체,상황,사장님 안색이 안 좋아서 걱정하는 상황,4
대화체,상황,신입사원들에 대해 이야기 하는 상황,4
대화체,상황,과장님이 한 음식만 고집하는 것에 대한 불만을 토로하는 상황,4
대화체,상황,점심메뉴를 정하는 상황,4
대화체,상황,야근이 자주되는 상황에 대해 불만을 토로하는 상황,4
대화체,상황,회사에서 바퀴벌레가 나온 상황,4
대화체,상황,새로 들어온 남자 간호사에 대해 얘기하는 상황,4
대화체,상황,회사 화장실과 천장 문제에 대해 얘기하는 상황,4
대화체,상황,파쇄기의 문제에 대해 얘기하는 상황,8
대화체,상황,스테이플러 심이 다 떨어져 가져오라고 부탁하는 상황,4
대화체,상황,키보드 문제에 대해 얘기하는 상황,4
대화체,상황,준비실에 물을 쏟은 직원을 찾는 상황,4
대화체,상황,퇴근하고 게임을 하자고 물어보는 상황,4
대화체,상황,회사 이사님이 물의를 일으킨 상황에 대해 얘기,4
대화체,상황,태풍 때문에 대다수의 직원이 아직 오지 못한 상황,4
대화체,상황,팀장님이 괜한 트집을 잡는 것에 대해 불만 토로,4
대화체,상황,설날에 회사에서 선물세트를 주는 것에 대해 얘기,4
대화체,상황,추석 때 무엇을 할 것인지 얘기,4
대화체,상황,신입사원 들어온 기념으로 마니토를 다시 할지 얘기하는 상황,4
대화체,상황,송별회가 언제인지 물어보는 상황,4
대화체,상황,회사 이전을 도와줄 수 있는지 상사가 묻는 상황,4
대화체,상황,시간 되는 사람끼리 회식을 가려는 상황,4
대화체,상황,회사직원끼리 연애하는 것에 대해 얘기,4
대화체,상황,에어컨 바람이 너무 세서 온도를 올리려는 상황,4
대화체,상황,서울에 올라와 직장을 다니는 이유를 묻는 상황,4
대화체,상황,일이 바빠질 것에 대해 걱정하는 상황,4
대화체,상황,알바생을 정직원으로 채용하면 어떨지 얘기하는 상황,4
대화체,상황,동료의 업무처리에 대해 칭찬하는 상황,4
대화체,상황,시청에서 어려운 분들을 어떻게 도울지 논의,4
대화체,상황,시청에서 지역의 도로와 인도를 새로 지으려는 상황,4
대화체,상황,파출소에서 출퇴근 시간에 교통정리를 시작하려는 상황,4
대화체,상황,소방서에서 소방 훈련을 다음주부터 시작하는 상황,4
대화체,상황,동사무소에서 방문자의 초본을 뽑아주는 상황,4
대화체,상황,동사무소에서 방문자의 주민등록증 주소를 바꿔주는 상황,4
대화체,상황,동사무소에서 주민등록증을 만들어주는 상황,4
대화체,상황,동사무소에서 임시 주민등록증을 발급해주려는 상황,4
대화체,상황,동료들과 회사 창립기념일에 대해 대화,8
대화체,상황,사내 생일 축하 준비에 대한 대화,4
대화체,상황,회사 야유회 취소에 대한 대화,4
대화체,상황,회사에서 보낸 명절 선물이 무엇인지 물어보는 상황,4
대화체,상황,시무식의 개최 시간 및 행사 내용에 관해 물어보는 상황,4
대화체,상황,종무식 행사 시간에 대해 물어보는 상황,4
대화체,상황,종무식 행사에서 동료와 얘기하는 상황,4
대화체,상황,해외지사로 전근 신청한 동료와 얘기하는 상황,4
대화체,상황,해외지사로 발령 난 동료와 얘기하는 상황,8
대화체,상황,해외지사의 위치와 연락처에 대해 물어보는 상황,4
대화체,상황,야유회 장소 사전탐방 여부에 대해 물어보는 상황,4
대화체,상황,야유회 장소 사전탐방에 대해 대화,4
대화체,상황,노동조합의 파업 여부와 일정에 관해 물어보는 상황,4
대화체,상황,파업 협상 타결에 대해 대화,4
대화체,상황,하계휴가 계획에 대해 대화,4
대화체,상황,휴가 다녀온 동료와의 대화,4
대화체,상황,장기근속상 받은 직원에게 축하의 말을 전하는 상황,4
대화체,상황,식권 배부에 관해 물어보는 상황,4
대화체,상황,단합 행사 일정에 관해 물어보는 상황,4
대화체,상황,단합 행사 다녀온 직원들 간의 대화,4
대화체,상황,회사 복지 카드 사용 방법에 대해 문의하는 상황,4
대화체,상황,입사 후 첫 출근,4
대화체,상황,병가를 내야 하는 상황,4
대화체,상황,지원자 채용에 대해 회의를 하는 상황,4
대화체,상황,근무 복장에 관해 얘기하는 상황,4
대화체,상황,퇴사하는 상황,4
대화체,상황,신입사원 교육,4
대화체,상황,근태 관리,12
대화체,상황,직원 평가 자료 준비 상황,4
대화체,상황,각 팀 TO 관리,4
대화체,상황,온라인 채용공고 등록,4
대화체,상황,면접대상자 통보,4
대화체,상황,퇴사를 반려하는 상황,4
대화체,상황,계약직 사원과 계약 연장,4
대화체,상황,부서이동을 원화는 사원과 대화,4
대화체,상황,발령공고를 내야 하는 상황,4
대화체,상황,인사평가 자료 요청 상황,4
대화체,상황,마케팅팀 회의시간,4
대화체,상황,팀원 간 의견대립이 있는 상황,4
대화체,상황,최근 실패한 홍보에 관한 이야기를 나누는 상황,4
대화체,상황,마케팅할 메인 캐릭터를 인형으로 제작하자는 상황,4
대화체,상황,VIP고객층 확보에 대해 이야기를 하는 상황,4
대화체,상황,마케팅 기획서를 과장에게 확인받는 상황,4
대화체,상황,보도기사 작성 상황,4
대화체,상황,행사 준비 상황,4
대화체,상황,SNS 콘텐츠 주제 선정 회의,4
대화체,상황,행사 지원을 나간 상황,4
대화체,상황,브랜드 네이밍 회의,4
대화체,상황,홍보 모델을 선정하는 상황,4
대화체,상황,이벤트 상품에 대해 논의 하는 상황,4
대화체,상황,경쟁 업체의 마케팅에 대한 논의,4
대화체,상황,마케팅 타깃 선정,4
대화체,상황,새로운 제품 시식 및 평가,4
대화체,상황,사회공헌 업무 기획 회의,4
대화체,상황,뉴스 모니터링 상황,4
대화체,상황,영화 관련 통계자료 제작,4
대화체,상황,인플루언서 마케팅 회의,4
대화체,상황,사보 제작 회의,4
대화체,상황,비품지원,4
대화체,상황,회사 블로그 관리,4
대화체,상황,영수증처리,4
대화체,상황,복사 부탁하기,4
대화체,상황,전사 메일 보내기,4
대화체,상황,비품구매,4
대화체,상황,문서정리,4
대화체,상황,엑셀 파일 수정,4
대화체,상황,팩스를 잘못 보낸 인턴사원,4
대화체,상황,협력업체 직원이 방문한 상황,4
대화체,상황,스캐너가 작동하지 않는 상황,4
대화체,상황,경영진 회의를 준비하는 상황,4
대화체,상황,이사지원금 결재 요청을 받은 상황,4
대화체,상황,사내 어린이집 구축 관련 회의,4
대화체,상황,고객사와 첫 만남,4
대화체,상황,미팅 일정 관리,4
대화체,상황,판매전략 세우기,8
대화체,상황,가격전략 세우기,4
대화체,상황,재고관리,4
대화체,상황,프레젠테이션 준비,4
대화체,상황,구매 의사 묻기,4
대화체,상황,서비스 문의,4
대화체,상황,제조사와 납품일 조정,4
대화체,상황,보고서 제작,4
대화체,상황,광고주와의 면담,4
대화체,상황,판촉행사 준비,4
대화체,상황,계약진행,8
대화체,상황,고객사와 계약 관련 전화통화,4
대화체,상황,상표법 위반,4
대화체,상황,합의금 관련 업무,4
대화체,상황,디자인 침해 관련 상사에게 업무보고,4
대화체,상황,계약파기 문제,4
대화체,상황,컴퓨터 수리,4
대화체,상황,소프트웨어 설치,8
대화체,상황,작업일정 조율,4
대화체,상황,MD에게 긴급업무 요청을 받은 상황,4
대화체,상황,쇼핑몰 상세페이지 오류 수정,4
대화체,상황,결제페이지 오류 상황,4
대화체,상황,전사관리 프로그램 업데이트 관련 오류 발생 상황,4
대화체,상황,홈페이지 새 단장 관련 회의,4
대화체,상황,기부금 관련 불만사항,4
대화체,상황,영업팀에 매출 보고서 요청,4
대화체,상황,데이터 오류 정정 요청,4
대화체,상황,부가가치세 신고,4
대화체,상황,회계 관련 소프트웨어 구매,4
대화체,상황,종합소득세 신고,4
대화체,상황,환율에 관해 이야기하는 상황,4
대화체,상황,출장 증빙서류 요청,4
대화체,상황,상품문의에 대한 답변,4
대화체,상황,결제취소,4
대화체,상황,반품,4
대화체,상황,결함,4
대화체,상황,교환,4
대화체,상황,CS 교육,4
대화체,상황,장난전화 대응,4
대화체,상황,상담보고서 작성,4
대화체,상황,상담원 평가에 관한 대화,4
대화체,상황,재고문의를 위해 협력사와 통화,4
대화체,상황,불만이 많은 고객 대응,4
대화체,상황,CS팀 신입 직원 교육,4
대화체,상황,수출대금을 받지 못한 상황,4
대화체,상황,단기수출보험 신청,4
대화체,상황,메일회신,4
대화체,상황,수출오더확인,4
대화체,상황,생산계획서 확인,4
대화체,상황,포워딩 회사와 선적일정 확인,4
대화체,상황,해외박람회 참가에 관한 대화,4
대화체,상황,업체발굴,4
대화체,상황,면접 차례 전 지원자들 간의 대화,4
대화체,상황,면접관과 면접전 가벼운 대화를 하는 상황,4
대화체,상황,지원자가 면접에 늦은 상황,4
대화체,상황,입사 필기시험 쉬는 시간 지원자들 간에 대화하는 상황,4
대화체,상황,경력에 대한 질문,4
대화체,상황,압박면접 상황,4
대화체,상황,면접관 간의 회의,4
대화체,상황,평가 질문에 대한 토의,4
대화체,상황,지원자 긴장 풀어주기,4
대화체,상황,면접자리에 불참한 지원자에 대해,4
대화체,상황,면접 중 학창시절에 대한 질문,4
대화체,상황,사업자 등록,4
대화체,상황,주정차 위반 벌금에 대한 항의,4
대화체,상황,우체국 등기 보내기,4
대화체,상황,등본 떼기,4
대화체,상황,주민등록증 재발급,4
대화체,상황,여권 만들기,4
대화체,상황,통신판매업 신청하기,4
대화체,상황,동료와 점심 메뉴를 고르는 상황,4
대화체,상황,좋아하는 상사에게 집들이 초대를 받는 상황,4
대화체,상황,야근하는 부하에게 먹거리를 전해주는 상황,4
대화체,상황,이직을 생각하는 동료와 대화하는 상황,4
대화체,상황,상사가 커피를 대신 사와 달라고 하는 상황,4
대화체,상황,회식장소를 정화는 상황,4
대화체,상황,회식에 불참해야 하는 상황,4
대화체,상황,출근길에 만난 동료와 대화를 하는 상황,4
대화체,상황,동료에게 퇴근 후 일정을 묻는 상황,4
대화체,상황,평소와 다른 분위기인 동료와 대화하는 상황,4
대화체,상황,처음 출근한 인턴에게 회사소개 하기,4
대화체,상황,졸고 있는 후임을 깨우는 상황,4
